 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01 0.216385847E-01
